"","X.2","X.1","X","CaseID","Opened","Closed","Updated","Status","Status.Notes","Responsible.Agency","Category","Request.Type","Request.Details","Address","Supervisor.District","Neighborhood","Point","Source","Media.URL","Lat","Long","Census.Block","Zip","Map.Url","Resolve.Time"
"462",462,464,1534961,247960,2008-07-15 12:42:00,2008-09-18 07:49:00,"09/18/2008 07:49:00 AM","Closed",NA,"311 HA SR Queue","SFHA Requests","SFHA Priority - Urgent","Glaziers"," 770 JERROLD AVE, Apt I, SAN FRANCISCO, CA, 94124",10,"Bayview","(37.729996729, -122.373659714)","Voice In",NA,37.729996729,-122.373659714,60750231032,"94124","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.730985,-122.3762489,0,0,|&center=37.730985,-122.3762489&zoom=15&rand=-1777111275",1555.12
"463",463,465,723276,2742297,2013-08-22 12:08:51,2013-08-22 14:02:19,"08/22/2013 02:02:19 PM","Closed","Case Resolved - Parking Meter/Pay Station Repaired","DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","Intersection of FELL ST and FRANKLIN ST",5,"Civic Center","(37.7761587637198, -122.421148355743)","Voice In",NA,37.7761587637198,-122.421148355743,60750162002,"94102","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77636975,-122.4215394,0,0,|&center=37.77636975,-122.4215394&zoom=15&rand=356292609",1.89
"464",464,466,96485,5219322,2015-10-23 16:41:00,2015-10-24 09:23:00,"10/24/2015 09:23:00 AM","Closed","Case Completed - resolved: Pickup completed","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","287 MANGELS AVE, SAN FRANCISCO, CA, 94131",7,NA,"(37.732914414, -122.443993542)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/562ac5a0df8666a7e7eba19f/report.jpg",37.732914414,-122.443993542,60750311005,"94127","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7330722,-122.4484171,0,0,|&center=37.7330722,-122.4484171&zoom=15&rand=1665607593",16.7
"465",465,467,1263278,687639,2010-07-05 13:53:43,2010-07-09 06:17:05,"07/09/2010 06:17:05 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Sidewalk_Cleaning","Intersection of 24TH ST and MISSION ST",9,"Mission","(37.7522394710724, -122.418445426677)","Voice In",NA,37.7522394710724,-122.418445426677,60750209004,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7523084,-122.4185583,0,0,|&center=37.7523084,-122.4185583&zoom=15&rand=202236365",88.39
"466",466,468,194504,4896141,2015-07-09 16:27:00,2015-10-09 11:05:00,"10/09/2015 11:05:00 AM","Closed","DPT Sign Shop - Sign Serviced -","DPT SignShop Surveyed - Area 2 Queue","Sign Repair","Sign - Defaced","Street_Cleaning - Defaced; support - OK","Intersection of PAGE ST and WEBSTER ST",5,"Lower Haight","(37.7732478074075, -122.428989880791)","Voice In","http://mobile311.sfgov.org/media/san_francisco/report/photos/559ee0eadf86c6d37f6bfa3e/report.jpg",37.7732478074075,-122.428989880791,60750168022,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77369355,-122.428803664617,0,0,|&center=37.77369355,-122.428803664617&zoom=15&rand=-600978052",2202.63
"467",467,469,1437071,411464,2009-04-14 22:39:19,2009-04-15 11:10:28,"04/15/2009 11:10:28 AM","Closed",NA,"DPW Ops Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Mail_box - Not_Offensive","Intersection of 19TH ST and OAKWOOD ST",8,"Mission","(37.7598935230725, -122.42486308879)","Voice In",NA,37.7598935230725,-122.42486308879,60750207002,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7601923,-122.424240894333,0,0,|&center=37.7601923,-122.424240894333&zoom=15&rand=2060028891",12.52
"468",468,470,1228360,740036,2010-09-25 09:09:30,2010-10-12 16:49:51,"10/12/2010 04:49:51 PM","Closed",NA,"PUC Sewer Ops","Sewer Issues","Side_Sewer_Issues","Water_coming_out","Intersection of MANSELL ST and SAN BRUNO AVE",9,"Visitacion Valley","(37.7215343139683, -122.401074024586)","Voice In",NA,37.7215343139683,-122.401074024586,60750258002,"94134","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7216486,-122.4011298,0,0,|&center=37.7216486,-122.4011298&zoom=15&rand=-573745366",415.67
"469",469,471,1303787,625300,2010-03-23 23:55:01,2010-03-26 19:16:48,"03/26/2010 07:16:48 PM","Closed",NA,"DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Pole - Offensive","Intersection of CHURCH ST and DUBOCE AVE",8,"Western Addition","(37.7694561645459, -122.429128105966)","Web Self Service",NA,37.7694561645459,-122.429128105966,60750168012,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.76996855,-122.428563156867,0,0,|&center=37.76996855,-122.428563156867&zoom=15&rand=1863892875",67.36
"470",470,472,1382704,499341,2009-09-04 09:40:20,2009-09-06 06:11:23,"09/06/2009 06:11:23 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Human_waste_or_urine"," 639 NATOMA ST, SAN FRANCISCO, CA, 94103",6,"South of Market","(37.777684915335, -122.410765066211)","Voice In",NA,37.777684915335,-122.410765066211,60750176013,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7771706,-122.4107157,0,0,|&center=37.7771706,-122.4107157&zoom=15&rand=-1607558197",44.52
"471",471,473,159668,5013751,2015-08-19 12:16:00,2015-08-19 13:58:00,"08/19/2015 01:58:00 PM","Closed","Case Transferred - Issued new SR# 5014270","311 Supervisor Queue","Rec and Park Requests","Park - Structural_Maintenance","Other","1400 MONTGOMERY ST, SAN FRANCISCO, CA, 94133",3,"Telegraph Hill","(37.80210531862, -122.404424962957)","Integrated Agency",NA,37.80210531862,-122.404424962957,60750104003,"94111","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.8020588,-122.403946018591,0,0,|&center=37.8020588,-122.403946018591&zoom=15&rand=-584793133",1.7
"472",472,474,273642,4625606,2015-03-31 21:01:00,2015-04-06 05:52:00,"04/06/2015 05:52:00 AM","Closed","Case Completed - resolved: abated","DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Signal_box - Offensive","Intersection of GREEN ST and LEAVENWORTH ST",3,"Russian Hill","(37.7984721612234, -122.417217779826)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/551b6daddf861c2f469d4143/report.jpg",37.7984721612234,-122.417217779826,60750103003,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7988176,-122.4171934,0,0,|&center=37.7988176,-122.4171934&zoom=15&rand=1132810415",128.85
"473",473,475,252060,4702386,2015-04-28 10:37:00,2015-04-28 13:29:00,"04/28/2015 01:29:00 PM","Closed","Scheduled -","Clear Channel - Transit Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Transit_Shelter_Platform - Offensive","Intersection of 3RD ST and LE CONTE AVE",10,"Bret Harte","(37.7188343633849, -122.397478797387)","Integrated Agency",NA,37.7188343633849,-122.397478797387,60750610001,"94124","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7188825,-122.3975985,0,0,|&center=37.7188825,-122.3975985&zoom=15&rand=1290239736",2.87
"474",474,476,633263,3232368,2014-01-04 11:27:50,2014-01-08 07:05:49,"01/08/2014 07:05:49 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of GOUGH ST and FULTON ST",5,"Western Addition","(37.7787474760594, -122.423354127978)","Voice In",NA,37.7787474760594,-122.423354127978,60750161001,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77849325,-122.423101133743,0,0,|&center=37.77849325,-122.423101133743&zoom=15&rand=-2109096816",91.63
"475",475,477,1367808,523536,2009-10-13 14:12:00,2009-10-13 14:14:00,"10/13/2009 02:14:00 PM","Closed",NA,"DPT SignShop Repair Queue","Sign Repair","Sign Repair - Loose","Do_Not_Enter - Loose; support - OK","  15 7TH AVE, SAN FRANCISCO, CA, 94118",2,"Presidio","(37.787988286, -122.466177195)","Voice In",NA,37.787988286,-122.466177195,60750402001,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.78835,-122.4658419,0,0,|&center=37.78835,-122.4658419&zoom=15&rand=163176901",0.03
"476",476,478,1196632,788061,2010-12-13 12:02:16,2011-01-25 04:36:05,"01/25/2011 04:36:05 AM","Closed",NA,"DPW BSM Queue","Graffiti Public Property","Offensive Graffiti on Public Property","News_rack - Offensive","Intersection of 17TH AVE and BALBOA ST",1,"Inner Richmond","(37.77669283412, -122.475888179623)","Web Self Service",NA,37.77669283412,-122.475888179623,60750476003,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.776764,-122.4757735,0,0,|&center=37.776764,-122.4757735&zoom=15&rand=-1817509414",1024.56
"477",477,479,1131261,884976,2011-05-19 16:16:35,2011-05-20 06:07:21,"05/20/2011 06:07:21 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Garbage","Intersection of GEARY ST and HYDE ST",6,"Downtown/Civic Center","(37.7863100982735, -122.416448987264)","Voice In",NA,37.7863100982735,-122.416448987264,60750122011,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7861376,-122.416214848484,0,0,|&center=37.7861376,-122.416214848484&zoom=15&rand=-227353546",13.85
"478",478,480,1422389,435776,2009-05-21 15:23:45,2009-06-18 19:10:58,"06/18/2009 07:10:58 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Clothing","4545 ANZA ST, SAN FRANCISCO, CA, 94121",1,"Outer Richmond","(37.777055888, -122.496875984)","Voice In",NA,37.777055888,-122.496875984,60750478012,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77709165,-122.496882742979,0,0,|&center=37.77709165,-122.496882742979&zoom=15&rand=294226132",675.79
"479",479,481,1367800,523549,2009-10-13 14:18:00,2009-10-13 20:16:00,"10/13/2009 08:16:00 PM","Closed",NA,"DPW Ops Queue","Tree Maintenance","Trees - Damaged_Tree","Fallen_tree"," 788 HARRISON ST, SAN FRANCISCO, CA, 94107",6,"South of Market","(37.781004079429, -122.399445193189)","Voice In",NA,37.781004079429,-122.399445193189,60750178012,"94107","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7811499,-122.3997789,0,0,|&center=37.7811499,-122.3997789&zoom=15&rand=-1148621602",5.97
"480",480,482,605818,3359323,2014-02-11 18:58:50,2014-02-13 16:04:26,"02/13/2014 04:04:26 PM","Closed","Case Resolved - 2/13/2014 - INSTALLED  70W LAMP.  P#23 ON MALLORCA WAY.","PUC Streetlights Queue","Streetlights","Streetlight - Light_Burnt_Out","Light_Burnt_Out on Concrete Pole","260 MALLORCA WAY, SAN FRANCISCO, CA, 94123",2,NA,"(37.803346183, -122.438981184)","Open311",NA,37.803346183,-122.438981184,60750126011,"94123","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.802557,-122.4379999,0,0,|&center=37.802557,-122.4379999&zoom=15&rand=1589174300",45.09
"481",481,483,744713,2622028,2013-07-20 08:13:04,2013-08-23 04:37:18,"08/23/2013 04:37:18 AM","Closed","Case Completed - resolved: Raised up lifted sidewalk surrounding city maintained trees; Tree rooted issues -  X1104: 992600 7/26/13- Informed by Cement Shop to refer to BUF","DPW BSM Queue","Sidewalk or Curb","Sidewalk_Defect","Lifted_sidewalk_other","3348 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,"Bernal Heights","(37.744257450187, -122.413450908027)","Voice In",NA,37.744257450187,-122.413450908027,60750252002,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.744087,-122.4149093,0,0,|&center=37.744087,-122.4149093&zoom=15&rand=-1112604755",812.4
"482",482,484,266475,4651753,2015-04-09 18:12:00,2015-04-11 01:30:00,"04/11/2015 01:30:00 AM","Closed","Case Completed - resolved: 10-98","DPW Ops Queue","Illegal Postings","Illegal Posting - Affixed_Improperly","Affixed_Improperly","Intersection of SCOTT ST and SUTTER ST",5,"Lower Pacific Heights","(37.7854594413559, -122.438206462004)","Web Self Service",NA,37.7854594413559,-122.438206462004,60750153002,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7855452,-122.4380551,0,0,|&center=37.7855452,-122.4380551&zoom=15&rand=-3911499",31.3
"483",483,485,812516,2173076,2013-03-26 15:28:49,2013-03-29 08:19:56,"03/29/2013 08:19:56 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Illegal Postings","Illegal Posting - Posted_Over_70_Days","Posted_Over_70_Days","3023 TURK BLVD, SAN FRANCISCO, CA, 94118",1,NA,"(37.777321749, -122.455617914)","Web Self Service",NA,37.777321749,-122.455617914,60750156002,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.777397,-122.4568722,0,0,|&center=37.777397,-122.4568722&zoom=15&rand=551640498",64.85
"484",484,486,507314,3778803,2014-06-27 14:20:04,2014-07-01 15:15:54,"07/01/2014 03:15:54 PM","Closed","Case Transferred - psr 456519","MUNI Work Queue","MUNI Feedback","MUNI - Conduct_Inattentiveness_Negligence","201_Pass_Up_Did_Not_Wait_for_Transferee","Intersection of CHURCH ST and MARKET ST",8,"Duboce Triangle","(37.7675043889879, -122.42894869198)","Voice In",NA,37.7675043889879,-122.42894869198,60750203001,"94131","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7674108,-122.4287797,0,0,|&center=37.7674108,-122.4287797&zoom=15&rand=1517935482",96.93
"485",485,487,993590,1088810,2012-03-20 21:15:00,2012-03-21 07:54:00,"03/21/2012 07:54:00 AM","Closed",NA,"DPT Meter_Bike Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Parking_meter - Not_Offensive","3133 16TH ST, SAN FRANCISCO, CA, 94110",8,"Mission","(37.76464973, -122.422664885)","Twitter",NA,37.76464973,-122.422664885,60750202003,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.764764,-122.4227284,0,0,|&center=37.764764,-122.4227284&zoom=15&rand=-918332746",10.65
"486",486,488,248458,4714915,2015-05-02 18:36:00,2015-05-04 09:40:00,"05/04/2015 09:40:00 AM","Closed","Case Resolved - Please contact the Department of Parking and Traffic by calling (415) 553-1200.","311 Supervisor Queue","Blocked Street or SideWalk","Blocked_Sidewalk","Cafe_table_and_chairs blocking sidewalk","Intersection of 1ST ST and GUY PL",6,"Rincon Hill","(37.7868518441993, -122.393921077247)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/55457b7bdf86b54c07842430/report.jpg",37.7868518441993,-122.393921077247,60750615002,"94105","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7872417,-122.393985360568,0,0,|&center=37.7872417,-122.393985360568&zoom=15&rand=1672527664",39.07
"487",487,489,26740,5436073,2016-01-05 19:10:31,NA,"01/12/2016 12:00:00 PM","Open","open","DPW BSM Queue","Illegal Postings","Illegal Postings - Posted_Over_70_Days",NA,"726 BALBOA ST, SAN FRANCISCO, CA, 94118",1,"Inner Richmond","(37.777227252388, -122.466860304687)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/568c85a1df867c473ed9ee0d/report.jpg",37.777227252388,-122.466860304687,60750452001,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7770748,-122.4672199,0,0,|&center=37.7770748,-122.4672199&zoom=15&rand=1918509469",NA
"488",488,490,1000326,1078572,2012-03-05 16:17:00,2012-03-07 12:12:00,"03/07/2012 12:12:00 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Missed_Route_Mechanical_Sweeping","Missed_Route_Mechanical_Sweeping","Intersection of OCEAN AVE and SAN FERNANDO WAY",7,"Ocean View","(37.7303085505802, -122.470110297571)","Voice In",NA,37.7303085505802,-122.470110297571,60750309005,"94132","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7298492,-122.4690642,0,0,|&center=37.7298492,-122.4690642&zoom=15&rand=-1705709489",43.92
"489",489,491,188032,4917062,2015-07-17 12:27:00,2015-07-17 13:42:00,"07/17/2015 01:42:00 PM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","964 HOWARD ST, SAN FRANCISCO, CA, 94103",6,"South of Market","(37.780476468287, -122.406450253011)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/55a95734df86c6d37f6c84e2/report.jpg",37.780476468287,-122.406450253011,60750176015,"94103-3124","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.78098335,-122.406010441133,0,0,|&center=37.78098335,-122.406010441133&zoom=15&rand=1862775165",1.25
"490",490,492,437295,4029921,2014-09-19 19:27:00,NA,"09/26/2014 10:49:00 AM","Open","scheduled","DPW BSSR Queue","Street Defects","Pavement_Defect","Pavement_Defect","Intersection of 16TH AVE and RIVERA ST",7,"Golden Gate Heights","(37.7469215629243, -122.472741988591)","Voice In",NA,37.7469215629243,-122.472741988591,60750304003,"94116","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.746313,-122.4728159,0,0,|&center=37.746313,-122.4728159&zoom=15&rand=-273239104",NA
"491",491,493,458705,3952864,2014-08-26 10:01:52,2014-08-26 06:50:28,"08/26/2014 06:50:28 AM","Closed","Case Completed - resolved: 10-98","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Paper Spill","2540 LEAVENWORTH ST, SAN FRANCISCO, CA, 94133",2,"Russian Hill","(37.804463084816, -122.418351307622)","Voice In",NA,37.804463084816,-122.418351307622,60750103001,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.800325,-122.4176224,0,0,|&center=37.800325,-122.4176224&zoom=15&rand=1135580316",-3.19
"492",492,494,876351,1737494,2012-11-29 14:44:00,2012-12-05 15:18:00,"12/05/2012 03:18:00 PM","Closed",NA,"DPW Ops Queue","Illegal Postings","Illegal Posting - Posted_Over_70_Days","Posted_Over_70_Days","Intersection of BAKER ST and GROVE ST",5,"Haight Ashbury","(37.7755047753731, -122.441300120164)","Web Self Service",NA,37.7755047753731,-122.441300120164,60750165001,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7752074,-122.441638,0,0,|&center=37.7752074,-122.441638&zoom=15&rand=1884788491",144.57
